Transaktions-ID,Datum,Kunden-ID,Artikelposition,Artikelname,Wochentag
deb51e70-c591-4358-971d-79902066caf1,"Friday, April 3, 2020",25,1,Rindfleisch,Freitag
580cc25f-cf86-433e-9822-7d5c89aa463e,"Friday, February 28, 2020",142,1,exotische Früchte,Freitag
59db295d-9637-47f9-bb37-2eb1e7bbaca8,"Friday, July 10, 2020",226,1,Saure Sahne,Freitag
c91ec880-4b65-4d38-9a0b-4a4475e90860,"Friday, March 13, 2020",233,1,Flaschenbier,Freitag
3d5b59f4-e09b-4b91-b6fe-128e3fb74d8b,"Friday, April 17, 2020",12,1,Haltbare Milch,Freitag
d8dd5135-1c9f-4501-b60e-5a45f7baf6b2,"Friday, March 13, 2020",309,1,Eiscream,Freitag
0b179733-edd0-4664-ac38-db42b16d9988,"Friday, January 10, 2020",405,1,Cola,Freitag
6e33c130-f602-49b6-8551-1d325782ba4a,"Friday, October 23, 2020",357,1,Schweinefleisch,Freitag
d6c00539-f080-45dc-a8d6-c6aaaa44b9d4,"Friday, November 27, 2020",288,1,Flaschenbier,Freitag
e847d582-6b35-48b8-a078-0080e452dfb9,"Friday, March 20, 2020",226,1,Mineralwasser,Freitag
981813d2-d046-453e-9af5-545ab57ea5ac,"Friday, January 22, 2021",204,1,Wurzelgemüse,Freitag
5125d127-74b1-441c-b7ff-c723287603d0,"Friday, September 11, 2020",255,1,Salami,Freitag
1723d8f8-2649-418c-9301-562ac0f2a117,"Friday, July 24, 2020",72,1,Flaschenbier,Freitag
70a638d8-d23f-4a8d-8f22-05ba9cdb621d,"Friday, February 5, 2021",5,1,Hamburgerfleisch,Freitag
91cb7243-2e0f-4d0d-98ba-b39a1942260d,"Friday, January 17, 2020",483,1,Schweinefleisch,Freitag
94bd2aa7-76e2-4daa-9efd-b01d2396ba29,"Friday, March 13, 2020",464,1,Hamburgerfleisch,Freitag
39e8c6d2-cdbd-4df8-8fe3-8d9e12cf699c,"Friday, November 6, 2020",195,1,Trauben,Freitag
019ca7f7-f2ac-4273-9f24-bf8907f5d98e,"Friday, June 26, 2020",491,1,Wurzelgemüse,Freitag
4df64444-eaee-485e-9656-bc8268fa789c,"Friday, July 31, 2020",318,1,Rindfleisch,Freitag
d051e802-0e79-4863-9e99-ab06062bd1c8,"Friday, April 10, 2020",226,1,exotische Früchte,Freitag
de3e8299-7a64-4677-a773-9b9e2cf7b436,"Friday, April 10, 2020",332,1,Hühnchen,Freitag
a73467a4-4fad-4714-a282-8efe517d2694,"Friday, May 8, 2020",226,1,Hamburgerfleisch,Freitag
6b1b0fbc-0b8d-4d00-b39b-c51597a96740,"Friday, February 5, 2021",497,1,Schinken,Freitag
67173d89-095c-47a0-b2b9-05fb752b0492,"Friday, January 8, 2021",400,1,Dosenbier,Freitag
5daba86c-b268-464e-8960-9423b0397104,"Friday, January 22, 2021",472,1,exotische Früchte,Freitag
ab83a70b-c38c-48c6-8e86-0d019bd46bfa,"Friday, September 25, 2020",374,1,Salami,Freitag
6db56d66-c463-48d9-998d-b65bfe4ca8ce,"Friday, January 15, 2021",233,1,Scheibenkäse,Freitag
e1f96bb7-2434-4a60-86d0-42eac54fb5bb,"Friday, May 29, 2020",253,1,Salatöl,Freitag
5cca69b3-2016-45da-8e1f-69b766eb8dad,"Friday, May 15, 2020",408,1,Schweinefleisch,Freitag
768f2a46-1033-4cd4-8b70-70f558a8f60c,"Friday, December 18, 2020",187,1,Streichkäse,Freitag
4e239965-469b-4d1a-88d8-d889f449d6a8,"Friday, January 10, 2020",39,1,Cola,Freitag
3f0696a2-205d-4a98-9ec1-3d0118c5a39e,"Friday, February 14, 2020",308,1,Margarine,Freitag
719b253c-99c9-43eb-8f42-d2e5bf48f83b,"Friday, October 23, 2020",282,1,Salami,Freitag
3eea871b-d8bd-4f86-a0a9-98cc6bba6586,"Friday, January 24, 2020",180,1,Tiefkühlfertiggericht,Freitag
8aaaee02-a632-44a0-bbad-cf7a484f405d,"Friday, January 1, 2021",116,1,Brötchen,Freitag
90d3fc30-8545-4735-beca-88ca32f2148e,"Friday, December 4, 2020",24,1,Wurzelgemüse,Freitag
0e1fdce2-ed3c-46e4-923a-3a7212e4a3b6,"Friday, August 14, 2020",430,1,Salami,Freitag
cf39f0c9-2fa7-4f48-9e09-837cb3914370,"Friday, January 17, 2020",481,1,Salami,Freitag
73f991cd-be14-4d15-a933-00bc82d4dfff,"Friday, May 15, 2020",460,1,Cola,Freitag
0d2193ab-790d-4938-90d6-5daa4c902eb6,"Friday, January 24, 2020",19,1,Kaugummi,Freitag
29e6bdab-218c-4e30-9880-2e3abf265798,"Friday, August 14, 2020",174,1,Zitrusfrüchte,Freitag
09e6e247-f016-40c4-914c-8fc626a88718,"Friday, April 17, 2020",71,1,Zitrusfrüchte,Freitag
e6c002b9-2f2b-46e0-b8b7-934939e847c2,"Friday, December 11, 2020",3,1,Zitrusfrüchte,Freitag
711bd133-b2fe-41f7-b2ef-100345d9321e,"Friday, February 7, 2020",166,1,Zitrusfrüchte,Freitag
79d511f5-8633-403a-9dbe-79ae5e89878e,"Friday, December 11, 2020",279,1,Zitrusfrüchte,Freitag
3da0622a-d765-4fee-be0e-c6305bfdb30d,"Friday, July 24, 2020",341,1,Zitrusfrüchte,Freitag
eb4df2a0-efc3-4ea1-9f56-008fd0d3e9cf,"Friday, September 4, 2020",400,1,Zitrusfrüchte,Freitag
f69c68a2-f986-47aa-93dc-d1a599815c6c,"Friday, October 23, 2020",288,1,Zitrusfrüchte,Freitag
012451c8-be59-413f-91df-10350bef477d,"Friday, October 9, 2020",251,1,Zitrusfrüchte,Freitag
f045d749-a42c-479c-86b7-99e457fe5e77,"Friday, June 19, 2020",336,1,Zitrusfrüchte,Freitag
915a3f0f-baed-4eec-978a-3620cddd20c6,"Friday, February 5, 2021",430,1,Zitrusfrüchte,Freitag
be02d710-b062-4c5d-8073-9923a33db8ba,"Friday, March 6, 2020",90,1,Zitrusfrüchte,Freitag
5c07bee8-5b55-46bb-a6d3-a8c6f5ffe9ce,"Friday, April 3, 2020",434,1,Zitrusfrüchte,Freitag
55be211d-668c-4d08-ac76-40277f3080e4,"Friday, May 1, 2020",221,1,Zitrusfrüchte,Freitag
4c050506-92b6-433f-b516-d2afa2f1f0a9,"Friday, February 5, 2021",330,1,Zitrusfrüchte,Freitag
474605ef-1a1b-4d57-81b4-c1e1f6e117ef,"Friday, December 25, 2020",279,1,Zitrusfrüchte,Freitag
d40989ea-05e9-4184-8056-22b78d466555,"Friday, May 1, 2020",482,1,Zitrusfrüchte,Freitag
b95c717b-1611-4514-ab55-75959d54dd42,"Friday, June 12, 2020",28,1,Zitrusfrüchte,Freitag
1212f2f4-224b-4be2-a9d0-19250984a482,"Friday, December 11, 2020",35,1,Zitrusfrüchte,Freitag
cab40fed-e826-47ac-a9d8-5f638f4b4891,"Friday, June 5, 2020",443,1,Zitrusfrüchte,Freitag
9d675528-a509-4748-9343-de6d0ed0cae1,"Friday, January 31, 2020",11,1,Zitrusfrüchte,Freitag
82e6bdcf-f465-44f3-ad7c-3856a6b1d1fa,"Friday, December 25, 2020",248,1,Zitrusfrüchte,Freitag
0a7bb51d-83de-4fab-8268-f9ebac3a9c96,"Friday, April 24, 2020",127,1,Zitrusfrüchte,Freitag
20b91bc0-d72c-4a88-a38e-70b28c26f3ab,"Friday, May 8, 2020",229,1,Zitrusfrüchte,Freitag
7a0366f6-8459-423a-8cff-ba3df10d8e25,"Friday, January 15, 2021",369,1,Zitrusfrüchte,Freitag
2587f4ec-ce9d-464c-b92a-a48be82e08be,"Friday, September 11, 2020",448,1,Zitrusfrüchte,Freitag
28c9e879-6c1d-4908-97c5-2ece07e275cf,"Friday, April 17, 2020",494,1,Zitrusfrüchte,Freitag
50659aa8-6fe2-4b82-bc25-0c065290f9e1,"Friday, October 16, 2020",108,1,Zitrusfrüchte,Freitag
3051e805-dfcf-4adc-8ecd-9a9d28a1f569,"Friday, January 17, 2020",347,1,Zitrusfrüchte,Freitag
b91cd125-97d2-4cdb-90c6-ec65abcd80e3,"Friday, December 25, 2020",18,1,Zitrusfrüchte,Freitag
bfa81529-1251-40ed-bc80-d61c4eef8afa,"Friday, January 3, 2020",170,1,Zitrusfrüchte,Freitag
fc2f9fa2-b7a9-4a39-9520-78d2afcaf3cb,"Friday, April 3, 2020",397,1,Zitrusfrüchte,Freitag
181282fe-f1c5-464d-831a-55f027ed587b,"Friday, June 12, 2020",345,1,Zitrusfrüchte,Freitag
a47b52ba-1046-4b4e-ab79-37f854f6f6d5,"Friday, February 28, 2020",153,1,Zitrusfrüchte,Freitag
9abcc2c4-1f61-4a3e-a623-869203351f7f,"Friday, December 25, 2020",125,1,Zitrusfrüchte,Freitag
2e12836d-e4d3-45a8-9ca0-265292a9a10b,"Friday, September 25, 2020",304,1,Zitrusfrüchte,Freitag
a87e0d8e-b982-4e12-84e7-381efa9669fe,"Friday, July 10, 2020",110,1,Zitrusfrüchte,Freitag
54337706-5d98-4b03-8330-741dcf2b7464,"Friday, February 5, 2021",261,1,Zitrusfrüchte,Freitag
feceaf5b-e440-49e7-9f2f-36260f114463,"Friday, January 15, 2021",437,1,Zitrusfrüchte,Freitag
ded2c94e-caa1-46a6-a27b-1a65359289ca,"Friday, March 20, 2020",94,1,Zitrusfrüchte,Freitag
d5d2c63a-8ad3-4ec5-a723-378f558fb447,"Friday, January 10, 2020",158,1,Zitrusfrüchte,Freitag
aa780f31-3615-4cf3-9584-1ffec9c6efd1,"Friday, January 8, 2021",307,1,Zitrusfrüchte,Freitag
4a8f859c-9318-44cf-bec4-924e2f6f1b5c,"Friday, January 1, 2021",432,1,Zitrusfrüchte,Freitag
2d3ea748-9dbb-4cc7-8c31-db3f74e897ce,"Friday, September 25, 2020",49,1,Zitrusfrüchte,Freitag
5401839e-774a-4f0c-b96b-20482d1bc5f6,"Friday, February 14, 2020",494,1,Zitrusfrüchte,Freitag
4c96c17a-b365-4a2e-b6ab-656d02e88c62,"Friday, January 10, 2020",480,1,Zitrusfrüchte,Freitag
e76376be-126e-406b-9d8c-738d62916f3f,"Friday, March 6, 2020",280,1,Zitrusfrüchte,Freitag
23f2abb9-09f4-41ef-8a4a-1d5154beafe9,"Friday, August 7, 2020",295,1,Zitrusfrüchte,Freitag
17c51cac-ae3e-4d66-9d47-e71a9c4397dd,"Friday, August 28, 2020",160,1,Zitrusfrüchte,Freitag
43fbfcb1-e162-462b-b5d0-a1bdb5e70200,"Friday, May 8, 2020",416,1,Zitrusfrüchte,Freitag
5bc87e92-1db4-4664-98e6-63f6c7804306,"Friday, December 25, 2020",358,1,Zitrusfrüchte,Freitag
089a0780-3013-4080-be23-22b2613c1420,"Friday, June 5, 2020",13,1,Zitrusfrüchte,Freitag
74fb8c36-5604-4f7b-a828-1c6f212002ec,"Friday, August 21, 2020",83,1,Zitrusfrüchte,Freitag
268be51c-fcb9-41f0-8199-a277dfce530b,"Friday, October 23, 2020",146,1,Zitrusfrüchte,Freitag
e29f1d02-84d0-4194-b747-fa9986c507e3,"Friday, January 17, 2020",157,1,Zitrusfrüchte,Freitag
c7864523-1b69-4f7f-b29a-87d80d3de3f5,"Friday, August 21, 2020",231,1,Zitrusfrüchte,Freitag
55abe034-18a1-492b-86e4-a95b2e6756f7,"Friday, June 19, 2020",321,1,Zitrusfrüchte,Freitag
84a420dd-1318-493c-ab8a-f3361f91c617,"Friday, January 24, 2020",475,1,Zitrusfrüchte,Freitag
cdf0f2cd-b1e6-4555-9c52-8b648d66d125,"Friday, January 24, 2020",160,1,Zitrusfrüchte,Freitag
7a09973d-39e3-440b-8bbf-b1ca7b024450,"Friday, August 21, 2020",62,1,Zitrusfrüchte,Freitag
c363461d-84ea-42f3-bc85-e71854823380,"Friday, July 31, 2020",58,1,Zitrusfrüchte,Freitag
64602e9b-5bea-4b3f-b825-bdf7836cb52c,"Friday, June 5, 2020",253,1,Zitrusfrüchte,Freitag
c55b7532-9ba2-4cdd-bd91-35eaa08caaa7,"Friday, October 9, 2020",343,1,Zitrusfrüchte,Freitag
8b5f43ac-da2f-4c8a-8cb2-238a31e04c7f,"Friday, May 8, 2020",419,1,Zitrusfrüchte,Freitag
85d5bd9e-803e-49d7-b7b5-2d27993277ac,"Friday, July 24, 2020",189,1,Zitrusfrüchte,Freitag
9dab0466-7991-4b6c-a523-2f243d5e9593,"Friday, January 15, 2021",222,1,Zitrusfrüchte,Freitag
2e39a8c5-48cf-4e58-9fe2-a3c4707dfcd2,"Friday, April 10, 2020",125,1,Zitrusfrüchte,Freitag
21edcbbd-b021-424c-98d7-f5294806ce67,"Friday, January 3, 2020",20,1,Zitrusfrüchte,Freitag
00c8dec5-bfd3-42a2-9412-874a8849b7ed,"Friday, June 12, 2020",113,1,Zitrusfrüchte,Freitag
43932a08-aaf3-4dbb-b326-d88fb9a546b0,"Friday, January 10, 2020",374,1,Zitrusfrüchte,Freitag
d11ab37b-1a88-445a-ab69-4044b395f1be,"Friday, October 16, 2020",4,2,Beeren,Freitag
179041ae-5f64-445c-9746-753e3039001a,"Friday, September 11, 2020",248,2,Wurzelgemüse,Freitag
cca392b8-e10c-43af-8523-3aebd2daaa60,"Friday, May 22, 2020",360,2,Kaffee,Freitag
63d8c66d-a729-4a33-8ae9-572e9efc0774,"Friday, December 4, 2020",369,2,Schokoriegel,Freitag
be506fd6-748e-488e-9573-1eb1172a1e01,"Friday, September 25, 2020",206,2,Süßspeisen,Freitag
72953811-df1d-4af4-8e71-3490fe4b8bfd,"Friday, October 30, 2020",350,2,Salami,Freitag
0ff6f422-d41d-44da-aedd-a48866bf5186,"Friday, April 17, 2020",229,2,Hühnchen,Freitag
c0fe354b-4081-4cc5-bec3-32d70f9f80ea,"Friday, September 4, 2020",307,2,Beeren,Freitag
5878a171-fb8f-4d7b-a3ad-ff5a6d4d01bd,"Friday, May 15, 2020",242,2,Zwiebeln,Freitag
eb045050-7c7d-4c18-be38-a9be7da23bdf,"Friday, March 13, 2020",346,2,Saure Sahne,Freitag
a25a05c2-cecf-40ff-b3bd-a030862c14aa,"Friday, October 16, 2020",65,2,Schokoriegel,Freitag
56e54728-dc79-4fba-be18-2837249037c3,"Friday, March 6, 2020",312,2,Waffeln,Freitag
df956d0e-5fd8-47aa-9acf-a362bbb3ea31,"Friday, May 8, 2020",467,2,Rindfleisch,Freitag
e8a0abb5-9ed4-409d-b361-a66358eb7ef4,"Friday, May 1, 2020",401,2,Wurzelgemüse,Freitag
11df8811-7d59-407e-ac84-21e777415dca,"Friday, February 28, 2020",289,2,Schweinefleisch,Freitag
abd9aa35-708d-4b94-afb8-6fd3eb52901a,"Friday, December 11, 2020",96,2,Brötchen,Freitag
9a2684a2-35d2-4a1a-98f5-e26151dce51f,"Friday, July 17, 2020",263,2,Eier aus der Region,Freitag
37693dfe-7c0e-4081-b368-2c9c180cb8cf,"Friday, January 22, 2021",70,2,Rindfleisch,Freitag
f4ceb0e1-5c28-423c-8690-7cd83199740b,"Friday, February 21, 2020",354,2,Zeitungen,Freitag
bb2368e7-363b-4132-9421-cf37ca4fae03,"Friday, June 5, 2020",427,2,Mineralwasser,Freitag
9dafb575-eb4b-4632-b691-a3c4c4690bdb,"Friday, February 21, 2020",7,2,Süßspeisen,Freitag
c18ebf15-f361-40ed-bd09-13f4d1c30fae,"Friday, March 13, 2020",230,2,Wurzelgemüse,Freitag
22c29bfd-175c-4cc0-9464-630b714168f1,"Friday, May 22, 2020",283,2,Scheibenkäse,Freitag
199592a3-1ac4-455e-9afd-01f3d49aab7b,"Friday, February 5, 2021",184,2,Wurzelgemüse,Freitag
3f04c3d8-c5e0-4e52-900a-1f4053fd9636,"Friday, June 19, 2020",113,2,Rindfleisch,Freitag
ee79b152-84ab-46a3-8df2-6fc0f79b38d6,"Friday, January 17, 2020",316,2,Kräuter,Freitag
b816b803-3b8f-4dec-9615-86bed3076a4e,"Friday, November 27, 2020",138,2,Mineralwasser,Freitag
fb915f1d-f99d-4957-bde6-be498f2d9f92,"Friday, December 4, 2020",426,2,Haltbare Milch,Freitag
3906c9ed-2f6b-4fa9-a5bf-54fffc3c2977,"Friday, August 14, 2020",254,2,Weichkäse,Freitag
29e6bdab-218c-4e30-9880-2e3abf265798,"Friday, August 14, 2020",174,2,exotische Früchte,Freitag
1fb6648f-aab3-40b8-bf38-0aeb627d0d04,"Friday, September 11, 2020",134,2,Gebäck,Freitag
a426a094-c654-450b-abcc-e84863027a76,"Friday, November 13, 2020",333,2,Schinken,Freitag
7f3ec892-e9ee-4f47-a874-332f7768d7e8,"Friday, August 14, 2020",370,2,Cola,Freitag
3947f20e-0733-4469-bf28-e9bdec39ba3b,"Friday, October 2, 2020",176,2,Cola,Freitag
db7b845f-ca8c-4fb7-8652-5198247305f3,"Friday, December 4, 2020",363,2,Hühnchen,Freitag
2c654790-5dd7-4c0d-93e9-14ffcb990d7d,"Friday, July 3, 2020",120,2,Joghurt,Freitag
0a0a5133-cf62-4667-ba2a-a2dfe4af4ff4,"Friday, May 22, 2020",10,2,Haltbare Milch,Freitag
cd01a1ba-5639-42e3-ba14-ffc4a95070bf,"Friday, March 6, 2020",348,2,Flaschenbier,Freitag
effe1597-a2a1-4663-b1c1-9db2a852a482,"Friday, January 31, 2020",271,2,Rotwein,Freitag
689f0873-8b2f-48d1-978e-ab7b8f4d3b89,"Friday, January 24, 2020",120,2,Dosenbier,Freitag
0efdd3c4-2a0e-41d8-af32-6b8ff09288b9,"Friday, February 7, 2020",363,2,Zitrusfrüchte,Freitag
6b682f0c-c756-4302-a960-e5bb0fe9e16b,"Friday, January 24, 2020",306,2,Nudeln,Freitag
92b94d81-670c-4024-b844-a56f2f09bee6,"Friday, July 3, 2020",205,2,Brötchen,Freitag
e6c002b9-2f2b-46e0-b8b7-934939e847c2,"Friday, December 11, 2020",3,2,Wurzelgemüse,Freitag
cf45dd7f-d7ec-4ce5-84e8-33c221f5c290,"Friday, September 25, 2020",125,2,Einkaufstüten,Freitag
51f85477-0036-4f3f-9886-e6e6e004cf53,"Friday, January 22, 2021",406,2,Hühnchen,Freitag
729f37ca-7fcf-45c1-b04a-eb5ce4bd48e2,"Friday, July 31, 2020",336,2,Joghurt,Freitag
29ffd0ae-5851-4e4f-afe3-fbc082c147ef,"Friday, July 31, 2020",421,2,Gebäck,Freitag
b9e174c9-699d-4cb7-b570-708b3bd14696,"Friday, June 26, 2020",387,2,Salami,Freitag
edb2ab96-d9bb-46d9-a737-61d930793478,"Friday, December 4, 2020",418,2,Zeitungen,Freitag
667336c2-24bf-41f3-bec6-da13850b9747,"Friday, November 6, 2020",397,2,Dosenbier,Freitag
355d90ca-93c1-4888-95cb-a1a5ce26ee5f,"Friday, September 11, 2020",215,2,sonstige Getränke,Freitag
4909f99e-e01a-47ad-9765-edc9b90715d8,"Friday, December 4, 2020",208,2,Dunkles Brot,Freitag
a26c7fd5-d9ac-4c38-9454-b77cae1602ff,"Friday, September 4, 2020",397,2,Zucker,Freitag
2bb67e81-a57c-4885-baa4-7ca2950643a9,"Friday, April 24, 2020",98,2,Wurzelgemüse,Freitag
b7f1daf3-ca6b-4d34-94be-f48c911d32b9,"Friday, October 2, 2020",381,2,Zitrusfrüchte,Freitag
711bd133-b2fe-41f7-b2ef-100345d9321e,"Friday, February 7, 2020",166,2,Beeren,Freitag
eea74196-04f3-4476-959c-ac8f0a887734,"Friday, October 23, 2020",421,2,Zwieback,Freitag
080e1557-4b41-442a-8787-45ff6353a838,"Friday, October 2, 2020",253,2,Tiefkühlfertiggericht,Freitag
3f564ee5-4fe3-4e63-88df-0f772cbda1b0,"Friday, February 14, 2020",244,2,Liquör,Freitag
82bb2ad8-ab53-451d-9d0a-3574e9c1db00,"Friday, January 8, 2021",473,2,Joghurt,Freitag
79d511f5-8633-403a-9dbe-79ae5e89878e,"Friday, December 11, 2020",279,2,exotische Früchte,Freitag
3da0622a-d765-4fee-be0e-c6305bfdb30d,"Friday, July 24, 2020",341,2,Kernobst,Freitag
67878b08-be07-4406-8b51-f7f2449228b2,"Friday, February 28, 2020",401,2,Dosenbier,Freitag
4c28aa4f-ec51-4ff5-b69f-55affb1b8b69,"Friday, January 3, 2020",254,2,Bio-Wurst,Freitag
44776ddb-5490-4887-9735-540a0cdc73eb,"Friday, January 22, 2021",433,2,Cola,Freitag
2e95a335-96ad-4146-b4cc-593664a8ea18,"Friday, October 2, 2020",307,2,Wurzelgemüse,Freitag
ef565954-fb8b-4a0b-b86e-166118ceaa2e,"Friday, April 3, 2020",430,2,Beeren,Freitag
16329c25-028c-4ca6-8313-c85d3a4fa35d,"Friday, April 24, 2020",330,2,Liquör,Freitag
ecc29159-c6ea-4f85-98a6-d1e0afaed689,"Friday, February 5, 2021",361,2,Haltbare Milch,Freitag
dfcabed1-4992-4aa1-a008-5f00ab1c677a,"Friday, January 1, 2021",425,2,Zitrusfrüchte,Freitag
82867013-b09a-47e1-8f9c-0b24357c4bf6,"Friday, January 8, 2021",400,2,Wurzelgemüse,Freitag
85846e88-2bbe-4e58-97b4-b8022298e777,"Friday, August 28, 2020",39,2,Salami,Freitag
d3f130e5-88a1-4f60-a263-adda2975caec,"Friday, May 15, 2020",295,2,Gebäck,Freitag
9c6ac00f-9a11-4719-8335-a23bcb4a97fe,"Friday, February 14, 2020",315,2,Wurzelgemüse,Freitag
a876c0cc-16c1-4159-9654-6553c9fd2ff1,"Friday, December 4, 2020",380,2,Kernobst,Freitag
eb4df2a0-efc3-4ea1-9f56-008fd0d3e9cf,"Friday, September 4, 2020",400,2,Wurzelgemüse,Freitag
40c090bf-4f96-4a1b-85cb-dc1bb67d2073,"Friday, May 22, 2020",297,2,exotische Früchte,Freitag
fc5a4792-ca12-4ecf-9925-8ba72b8c843e,"Friday, September 4, 2020",131,2,Spüßigkeiten/Lollies,Freitag
8bf93251-f9fe-4a41-81a7-ef07d90d3c60,"Friday, January 24, 2020",66,2,Wurst,Freitag
a33b4016-3015-4e33-9620-9ba06bd98caa,"Friday, February 5, 2021",48,2,Kernobst,Freitag
608da052-43b2-41d1-90a6-43cdd6ba2ee4,"Friday, January 24, 2020",92,2,Trauben,Freitag
a832a11e-9c17-4c52-b44e-47da49551c87,"Friday, December 18, 2020",319,2,Schinken,Freitag
c5e3d121-3f49-4eb7-a4d1-3d7c9afb9cfb,"Friday, January 31, 2020",112,2,Zitrusfrüchte,Freitag
1a8541c3-2237-40ad-8290-6abc39795f6c,"Friday, February 28, 2020",155,2,Waffeln,Freitag
212efc40-f3de-4123-b777-f016d287660c,"Friday, December 25, 2020",49,2,Haltbare Milch,Freitag
f69c68a2-f986-47aa-93dc-d1a599815c6c,"Friday, October 23, 2020",288,2,exotische Früchte,Freitag
012451c8-be59-413f-91df-10350bef477d,"Friday, October 9, 2020",251,2,exotische Früchte,Freitag
634d533f-7c8f-413f-94b3-4a1520e3f21a,"Friday, January 24, 2020",21,2,Butter,Freitag
5e7e53e3-4bb3-4572-8e16-fa144a2496d3,"Friday, October 9, 2020",124,2,Dosenbier,Freitag
c1d19e57-b08f-4f0e-865a-56b371ed595c,"Friday, August 14, 2020",102,2,Trauben,Freitag
bd0f80b4-d8db-430e-af4d-e58a2c3bba1d,"Friday, February 14, 2020",377,2,Kosmetik für Männer,Freitag
11687a81-5b8e-4027-b169-41c546f3ace7,"Friday, August 7, 2020",315,2,Kernobst,Freitag
555b8742-88da-4634-a731-7302a796a75a,"Friday, January 10, 2020",307,2,Haltbare Milch,Freitag
25d480cb-1aea-4c5c-a77e-2d5de1f50d40,"Friday, May 29, 2020",157,2,Hühnchen,Freitag
4470f2c7-7088-4355-b5d6-dda8c9f98bd2,"Friday, October 16, 2020",155,2,exotische Früchte,Freitag
86f098ad-95e4-4297-aa51-8eb0e17dcd74,"Friday, July 17, 2020",489,2,Zeitungen,Freitag
135cdabc-a6d1-40f9-a7eb-c7fc133c498e,"Friday, March 27, 2020",376,2,exotische Früchte,Freitag
63615a5e-a381-4bf6-8c89-54c2dc39f808,"Friday, November 6, 2020",57,2,Schinken,Freitag
fcd35ab6-7936-477a-a582-b08d86e26a41,"Friday, June 26, 2020",427,2,Schweinefleisch,Freitag
3d55180b-5c6d-43b8-aea7-b547f0c3a4f3,"Friday, October 23, 2020",230,2,Hamburgerfleisch,Freitag
ca731835-413a-436b-b397-3777583feeea,"Friday, October 23, 2020",202,2,Rindfleisch,Freitag
e21415c9-195f-41d7-87d0-c76adf3cbce4,"Friday, August 7, 2020",435,2,Schokolade,Freitag
ec68985e-81ce-4563-abe0-b7ca50994d46,"Friday, February 14, 2020",130,2,Wurzelgemüse,Freitag
7f5298c3-806b-4b3b-bd90-2becd67b6540,"Friday, January 24, 2020",283,2,Brötchen,Freitag
821ff166-f9fb-4a4a-9d70-287433e1993a,"Friday, January 15, 2021",265,2,Kernobst,Freitag
b7d27521-9284-404a-a9da-5a61c770b8ef,"Friday, January 24, 2020",423,2,Mineralwasser,Freitag
1ebfd9b0-10e6-4b97-9d8e-b3c916cfdcd7,"Friday, January 31, 2020",405,2,Dosenbier,Freitag
898ab4ea-2def-4d24-9b6c-44037e888646,"Friday, February 5, 2021",318,2,Zeitungen,Freitag
6ed7f2e3-1c71-462d-8bdd-3fdc6e3e83a4,"Friday, September 25, 2020",445,2,Hamburgerfleisch,Freitag
43459a84-8f35-4f1e-964b-93a78fd7b92f,"Friday, May 1, 2020",296,2,Beeren,Freitag
13002430-99aa-4e0b-9cf6-7d88cee3b190,"Friday, April 3, 2020",288,2,Saure Sahne,Freitag
aa7324bf-f938-43ac-b1cf-9882178e655e,"Friday, January 1, 2021",94,2,Rindfleisch,Freitag
bd1cf642-0b51-44c5-9608-e9431534ce58,"Friday, January 24, 2020",289,2,exotische Früchte,Freitag
5a74f137-5aa8-43f3-8844-00c356f4375a,"Friday, November 6, 2020",47,2,Trauben,Freitag
915a3f0f-baed-4eec-978a-3620cddd20c6,"Friday, February 5, 2021",430,2,eingelegtes Gemüse,Freitag
5c9f50b0-2bfc-44c0-bf08-fbb885e1b5d4,"Friday, October 16, 2020",424,2,Süßspeisen,Freitag
64f8697c-da0e-4efc-af10-08d0e71a978e,"Friday, October 16, 2020",428,2,Brötchen,Freitag
be02d710-b062-4c5d-8073-9923a33db8ba,"Friday, March 6, 2020",90,2,Gebäck,Freitag
cc5cf18e-c74e-46c1-80b0-f8a6b3c74acd,"Friday, December 4, 2020",350,2,Salami,Freitag
3bdf2e21-57ae-4315-b4a3-4474d8153bc1,"Friday, May 8, 2020",153,2,Hygieneartikel,Freitag
c548a71a-2871-4bf5-a656-04be930905f6,"Friday, November 13, 2020",428,2,Cola,Freitag
21ca7fea-5cc9-4b99-841a-028703b9fce2,"Friday, December 18, 2020",129,2,Marshmallow,Freitag
3e864855-8edb-491d-8f59-c09238a0febb,"Friday, January 24, 2020",281,2,Kaffee,Freitag
137a3e7f-19f7-4e8d-aea1-8b83ba1b7d9a,"Friday, April 10, 2020",412,2,Tiefkühlobst,Freitag
46493a20-b6ae-4f7d-aa48-a90057572490,"Friday, August 21, 2020",202,2,Schinken,Freitag
16abf8b9-45ca-48f3-a11e-c3702e73a109,"Friday, April 10, 2020",451,2,Salz,Freitag
a703f0b8-818a-4b6a-a64d-c2808c3b2889,"Friday, June 12, 2020",438,2,Zitrusfrüchte,Freitag
f7519907-1327-4ed8-9278-9ffd06aaf949,"Friday, September 18, 2020",26,2,Zeitungen,Freitag
3d6b31f5-3ec7-4d64-b333-621787b3a85d,"Friday, January 15, 2021",221,2,Schokoriegel,Freitag
55be211d-668c-4d08-ac76-40277f3080e4,"Friday, May 1, 2020",221,2,Kernobst,Freitag
7d81daa6-c5da-4f20-9808-dd4a4d25fb60,"Friday, May 15, 2020",142,2,Servietten,Freitag
